
Summary,REGION1
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0

,SEOI
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0

,SEUR
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0

,SEWS
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0

,SEst
2015,3.283
2016,3.283
2017,3.283
2018,3.283
2019,3.283
2020,3.283
2021,3.283
2022,3.283
2023,3.283
2024,3.283
2025,3.283
2026,3.283
2027,3.283
2028,3.283
2029,3.283
2030,3.283
2031,3.283
2032,3.283
2033,3.283
2034,3.283
2035,3.283
2036,3.283
2037,3.283
2038,3.283
2039,3.283
2040,3.283
2041,3.283
2042,3.283
2043,3.283
2044,3.283
2045,3.283
2046,3.283
2047,3.283
2048,3.283
2049,3.283
2050,3.283
2051,3.283
2052,3.283
2053,3.283
2054,3.283
2055,3.283
2056,3.283
2057,3.283
2058,3.283
2059,3.283
2060,3.283

,SECK
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0

Time Dependent Demand (Energy Units)

,REGION1
,SEBF
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SEBM
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SECO
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SEE1
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SEE2
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,21.2771,65.7724,11.7378,11.2433,35.3251,3.98239,36.0707,141.932,24.5785,11.4504,36.5724,6.45796,12.4168,39.0785,6.92371
2016,21.4871,66.4216,11.8537,11.3543,35.6738,4.0217,36.4268,143.332,24.8211,11.5634,36.9334,6.52171,12.5394,39.4643,6.99205
2017,21.6972,67.0709,11.9696,11.4653,36.0226,4.06101,36.7829,144.734,25.0638,11.6764,37.2945,6.58546,12.662,39.8501,7.06041
2018,21.9072,67.7203,12.0855,11.5763,36.3713,4.10033,37.139,146.135,25.3064,11.7895,37.6555,6.64922,12.7846,40.2359,7.12876
2019,22.1172,68.3695,12.2013,11.6873,36.72,4.13964,37.495,147.536,25.549,11.9025,38.0165,6.71296,12.9071,40.6216,7.1971
2020,22.3273,69.0188,12.3172,11.7983,37.0687,4.17895,37.8512,148.937,25.7917,12.0155,38.3776,6.77672,13.0297,41.0074,7.26546
2021,22.4595,69.4276,12.3902,11.8682,37.2883,4.20371,38.0754,149.819,25.9444,12.0867,38.6049,6.81686,13.1069,41.2503,7.30849
2022,22.5918,69.8364,12.4631,11.938,37.5079,4.22846,38.2995,150.701,26.0972,12.1579,38.8322,6.857,13.1841,41.4932,7.35153
2023,22.724,70.2452,12.5361,12.0079,37.7274,4.25321,38.5237,151.584,26.25,12.229,39.0595,6.89714,13.2613,41.7361,7.39456
2024,22.8563,70.654,12.609,12.0778,37.947,4.27796,38.7479,152.466,26.4027,12.3002,39.2868,6.93727,13.3384,41.979,7.43759
2025,22.9885,71.0628,12.682,12.1477,38.1665,4.30271,38.9721,153.348,26.5555,12.3714,39.5141,6.97741,13.4156,42.2218,7.48062
2026,23.1445,71.545,12.768,12.2301,38.4255,4.33191,39.2366,154.389,26.7357,12.4553,39.7823,7.02476,13.5066,42.5084,7.53139
2027,23.3005,72.0273,12.8541,12.3126,38.6845,4.36111,39.5011,155.429,26.9159,12.5393,40.0504,7.07211,13.5977,42.7949,7.58215
2028,23.4565,72.5095,12.9402,12.395,38.9435,4.39031,39.7655,156.47,27.0961,12.6232,40.3186,7.11946,13.6887,43.0814,7.63292
2029,23.6125,72.9917,13.0262,12.4774,39.2025,4.41951,40.03,157.51,27.2763,12.7072,40.5867,7.16681,13.7798,43.3679,7.68368
2030,23.7685,73.474,13.1123,12.5599,39.4615,4.44871,40.2944,158.551,27.4565,12.7911,40.8549,7.21416,13.8708,43.6544,7.73444
2031,23.8966,73.8697,13.1829,12.6275,39.6741,4.47267,40.5115,159.405,27.6044,12.86,41.0749,7.25302,13.9455,43.8896,7.77611
2032,24.0246,74.2655,13.2535,12.6952,39.8867,4.49663,40.7286,160.259,27.7523,12.9289,41.295,7.29188,14.0202,44.1247,7.81777
2033,24.1526,74.6612,13.3242,12.7628,40.0991,4.52059,40.9455,161.113,27.9002,12.9978,41.515,7.33072,14.0949,44.3598,7.85942
2034,24.2806,75.0569,13.3948,12.8305,40.3117,4.54455,41.1626,161.967,28.0481,13.0667,41.7351,7.36958,14.1696,44.595,7.90108
2035,24.4086,75.4527,13.4654,12.8981,40.5243,4.56852,41.3796,162.821,28.196,13.1356,41.9551,7.40844,14.2444,44.8301,7.94274
2036,24.557,75.9112,13.5472,12.9765,40.7705,4.59627,41.6311,163.81,28.3673,13.2154,42.2101,7.45346,14.3309,45.1025,7.991
2037,24.7053,76.3698,13.6291,13.0549,41.0168,4.62404,41.8826,164.8,28.5387,13.2953,42.4651,7.49849,14.4175,45.375,8.03928
2038,24.8537,76.8284,13.7109,13.1333,41.2631,4.65181,42.1341,165.79,28.7101,13.3751,42.7201,7.54352,14.5041,45.6475,8.08756
2039,25.002,77.2869,13.7927,13.2116,41.5094,4.67957,42.3855,166.779,28.8814,13.4549,42.975,7.58853,14.5906,45.9199,8.13582
2040,25.1503,77.7455,13.8746,13.29,41.7557,4.70734,42.637,167.769,29.0528,13.5348,43.23,7.63356,14.6772,46.1923,8.18409
2041,25.3803,78.4564,14.0015,13.4116,42.1375,4.75038,43.0269,169.303,29.3184,13.6585,43.6253,7.70336,14.8114,46.6147,8.25893
2042,25.6103,79.1673,14.1283,13.5331,42.5193,4.79342,43.4168,170.837,29.5841,13.7823,44.0206,7.77316,14.9456,47.0371,8.33376
2043,25.8403,79.8782,14.2552,13.6546,42.9011,4.83647,43.8066,172.371,29.8497,13.906,44.4159,7.84296,15.0798,47.4595,8.4086
2044,26.0702,80.5891,14.3821,13.7761,43.2829,4.87951,44.1965,173.905,30.1154,14.0298,44.8112,7.91277,15.214,47.8819,8.48343
2045,26.3003,81.3001,14.509,13.8977,43.6648,4.92256,44.5864,175.439,30.3811,14.1536,45.2066,7.98258,15.3483,48.3043,8.55828
2046,26.5045,81.9316,14.6217,14.0056,44.004,4.9608,44.9328,176.802,30.6171,14.2635,45.5577,8.04459,15.4675,48.6795,8.62476
2047,26.7088,82.5631,14.7344,14.1136,44.3432,4.99904,45.2791,178.165,30.8531,14.3735,45.9089,8.10659,15.5867,49.0548,8.69124
2048,26.9131,83.1947,14.8471,14.2215,44.6823,5.03727,45.6255,179.528,31.0891,14.4834,46.26,8.1686,15.7059,49.43,8.75772
2049,27.1174,83.8262,14.9598,14.3295,45.0215,5.07551,45.9718,180.89,31.3251,14.5934,46.6112,8.23061,15.8251,49.8052,8.8242
2050,27.3217,84.4577,15.0725,14.4374,45.3607,5.11375,46.3181,182.253,31.5611,14.7033,46.9623,8.29261,15.9444,50.1804,8.89068
2051,27.431,84.7956,15.1328,14.4952,45.5422,5.13421,46.5034,182.982,31.6873,14.7621,47.1502,8.32579,16.0082,50.3812,8.92625
2052,27.5408,85.1348,15.1933,14.5532,45.7243,5.15475,46.6895,183.714,31.8141,14.8212,47.3388,8.35909,16.0722,50.5827,8.96195
2053,27.6509,85.4752,15.2541,14.6114,45.9072,5.17536,46.8762,184.449,31.9413,14.8804,47.5281,8.39252,16.1365,50.785,8.99779
2054,27.7615,85.8172,15.3151,14.6699,46.0909,5.19607,47.0637,185.187,32.0691,14.94,47.7183,8.4261,16.201,50.9882,9.03379
2055,27.8725,86.1604,15.3763,14.7285,46.2752,5.21684,47.2519,185.927,32.1973,14.9997,47.9091,8.45979,16.2658,51.1921,9.06991
2056,27.9562,86.4189,15.4225,14.7727,46.414,5.2325,47.3937,186.485,32.2939,15.0447,48.0528,8.48518,16.3146,51.3457,9.09713
2057,28.04,86.6781,15.4687,14.817,46.5532,5.24819,47.5359,187.045,32.3908,15.0899,48.197,8.51063,16.3636,51.4997,9.12442
2058,28.1242,86.9382,15.5151,14.8615,46.6929,5.26394,47.6785,187.606,32.488,15.1351,48.3416,8.53617,16.4127,51.6542,9.1518
2059,28.2085,87.199,15.5617,14.9061,46.833,5.27973,47.8215,188.169,32.5855,15.1805,48.4866,8.56177,16.4619,51.8092,9.17925
2060,28.2932,87.4606,15.6084,14.9508,46.9735,5.29557,47.965,188.733,32.6832,15.2261,48.6321,8.58746,16.5113,51.9646,9.20679
,SEGO
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
